Age,Age Group,Age Group Description,Gender,Purchase Frequency,Purchase Categories,Recommendation Purchase Status,Browsing Frequency,Product Search Method,Search Result Exploration,Customer Reviews Importance,Add to Cart Browsing,Cart Completion Frequency,Cart Abandonment Factors,Saveforlater Frequency,Review Left,Review Reliability,Review Helpfulness,Personalized Recommendation Frequency ,Recommendation Helpfulness,Rating Accuracy ,Shopping Satisfaction,Service Appreciation,Improvement Areas
12,< 18,Minors,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Yes,Sometimes,Sometimes,Slightly accurate,Dissatisfied,Wide product selection,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Yes,Moderately accurate,Satisfied,Competitive prices,Customer service responsiveness
41,35 - 44,Established Professionals,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,Seldom,Sometimes,Moderately accurate,Neutral,Product recommendations,Product quality and accuracy
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Keyword,Multiple pages,Moderately important ,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,Seldom,Sometimes,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
45,45 - 54,Midlife Adults,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
25,25 - 34,Young Professionals,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,Seldom,Sometimes,Slightly accurate,Dissatisfied,Product recommendations,Reducing packaging waste
25,25 - 34,Young Professionals,Male,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Very important,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Satisfied,Product recommendations,Product quality and accuracy
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,Slightly important,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,User-friendly website/app interface,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,Moderately important ,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a month,Categories,Multiple pages,Very important,Maybe,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Least satisfied,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Groceries and Gourmet Food,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Rarely,High shipping costs,Always,Yes,Moderately,Sometimes,Seldom,Sometimes,Moderately accurate,Dissatisfied,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,Seldom,Sometimes,Moderately accurate,Dissatisfied,Product recommendations,Product quality and accuracy
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Keyword,First page,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,Sometimes,Sometimes,Moderately accurate,Dissatisfied,Competitive prices,Customer service responsiveness
25,25 - 34,Young Professionals,Female,Once a week,Beauty and Personal Care,Sometimes,Multiple times a day,Categories,Multiple pages,Slightly important,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Slightly important,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Dissatisfied,Competitive prices,Customer service responsiveness
23,18 - 24,Young Adults,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,Moderately important ,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Reducing packaging waste
23,18 - 24,Young Adults,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a week,Categories,Multiple pages,Moderately important ,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,Sometimes,Sometimes,Mostly accurate,Neutral,Wide product selection,Product quality and accuracy
23,18 - 24,Young Adults,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Others,Yes,Few times a month,Keyword,Multiple pages,Extremely important,Yes,Often,Others,Sometimes,No,Heavily,Yes,Often,Yes,Mostly accurate,Satisfied,Wide product selection,Product quality and accuracy
23,18 - 24,Young Adults,Female,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,Moderately important ,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,Sometimes,Sometimes,Moderately accurate,Neutral,Product recommendations,Product quality and accuracy
